hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202408,2024-08-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.06,1786.0,85.5,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202408,2024-08-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.51,2353.0,73.9,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202408,2024-08-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.49,3240.0,68.7,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202408,2024-08-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.86,768.0,32.3,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202408,2024-08-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.58,1904.0,76.7,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202408,2024-08-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.32,3312.0,,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202408,2024-08-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.22,4006.0,79.1,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.4,951.0,36.8,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.63,2002.0,93.7,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.58,,73.9,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202408,2024-08-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.14,3682.0,77.2,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.82,784.0,39.8,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.21,1985.0,91.3,8.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202408,2024-08-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.56,2979.0,74.7,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202408,2024-08-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.0,3481.0,81.2,2.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202408,2024-08-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.84,948.0,26.5,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202408,2024-08-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.28,1758.0,91.7,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202408,2024-08-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.28,2720.0,80.2,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202408,2024-08-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.24,4016.0,80.8,2.0,1
grand river hospital,Grand River Hospital,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.95,955.0,39.2,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.63,2315.0,95.0,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.8,2596.0,75.7,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.73,3803.0,88.8,2.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.53,925.0,38.3,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.34,2364.0,90.9,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.62,2666.0,63.0,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.21,5037.0,79.5,2.0,1
health sciences north,Health Sciences North,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.93,784.0,31.3,8.0,1
health sciences north,Health Sciences North,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.89,1776.0,87.6,8.0,0
health sciences north,Health Sciences North,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.26,2774.0,50.8,4.0,1
health sciences north,Health Sciences North,North,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.15,3795.0,80.8,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.53,763.0,25.0,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.97,1907.0,86.5,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.54,3134.0,60.5,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.03,4904.0,83.2,2.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,859.0,38.9,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.48,1584.0,86.2,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.48,,67.0,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.96,3454.0,87.2,2.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.47,845.0,25.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.3,1752.0,89.1,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.86,2598.0,68.0,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.91,5130.0,88.1,2.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.03,942.0,51.7,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.46,2161.0,83.5,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.63,2392.0,60.4,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.82,5033.0,91.9,2.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.67,1103.0,52.0,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.75,2055.0,95.0,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.23,3186.0,66.2,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.81,4617.0,91.5,2.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.9,1047.0,44.2,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.13,1904.0,81.0,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.25,2854.0,53.5,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.18,3724.0,82.3,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.61,1062.0,25.2,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.59,1957.0,93.9,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.7,3402.0,73.9,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.49,3609.0,67.4,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.47,910.0,42.1,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.02,1690.0,95.0,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.03,3208.0,80.6,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.86,4890.0,87.9,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.46,996.0,35.1,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.16,1582.0,93.3,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.86,2440.0,73.9,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.08,4833.0,80.2,2.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.47,1069.0,25.0,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.93,2354.0,87.5,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.19,3302.0,50.3,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.99,3736.0,83.6,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.38,1092.0,36.5,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.31,2296.0,,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",,3211.0,95.0,4.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.6,3619.0,70.3,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.53,899.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.57,2328.0,80.8,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,2754.0,60.5,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.7,5137.0,62.8,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.27,864.0,37.3,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.25,1554.0,90.1,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202409,2024-09-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.48,2723.0,63.9,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202409,2024-09-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.36,4500.0,75.2,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.76,949.0,27.2,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202409,2024-09-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.72,,79.1,8.0,1
